seed,input neurons,output neurons,time,batch size,init time,data generation time,simulation time
0,100,100,1000,1,0.021457672119140625,0.005493879318237305,0.59881591796875
0,100,100,1000,2,0.0003039836883544922,0.0017294883728027344,0.5975995063781738
0,100,100,1000,4,0.0003037452697753906,0.0024640560150146484,0.5972750186920166
0,100,100,1000,8,0.00030303001403808594,0.003841876983642578,0.599700927734375
0,100,100,1000,16,0.0003063678741455078,0.00676274299621582,0.597118616104126
0,100,100,1000,32,0.00032258033752441406,0.012628793716430664,0.6010985374450684
0,100,100,1000,64,0.0003123283386230469,0.02385711669921875,0.6067795753479004
0,100,100,1000,128,0.0003209114074707031,0.046599388122558594,0.6070806980133057
0,100,100,1000,256,0.0003399848937988281,0.08522152900695801,0.6213183403015137
0,100,100,1000,512,0.0005636215209960938,0.15248584747314453,0.8432939052581787
0,100,100,1000,1024,0.0005166530609130859,0.31451416015625,1.4751808643341064
1,100,100,1000,1,0.00030422210693359375,0.0012786388397216797,0.5868978500366211
1,100,100,1000,2,0.0003037452697753906,0.001531362533569336,0.5963232517242432
1,100,100,1000,4,0.00030493736267089844,0.0022568702697753906,0.6003153324127197
1,100,100,1000,8,0.0003235340118408203,0.0033845901489257812,0.6022727489471436
1,100,100,1000,16,0.0003063678741455078,0.005738019943237305,0.5961182117462158
1,100,100,1000,32,0.0003082752227783203,0.010386228561401367,0.6004743576049805
1,100,100,1000,64,0.00031256675720214844,0.020802974700927734,0.608079195022583
1,100,100,1000,128,0.0003197193145751953,0.04146170616149902,0.6105878353118896
1,100,100,1000,256,0.0003540515899658203,0.07909107208251953,0.6207149028778076
1,100,100,1000,512,0.0004055500030517578,0.15490269660949707,0.8439621925354004
1,100,100,1000,1024,0.000446319580078125,0.31453800201416016,1.477029800415039
2,100,100,1000,1,0.0003044605255126953,0.0012769699096679688,0.587148904800415
2,100,100,1000,2,0.0003039836883544922,0.0015757083892822266,0.6020619869232178
2,100,100,1000,4,0.0003037452697753906,0.002202749252319336,0.6016578674316406
2,100,100,1000,8,0.0003020763397216797,0.0033905506134033203,0.598182201385498
