seed,input neurons,output neurons,time,batch size,init time,data generation time,simulation time
3,100,1000,1000,256,0.0004601478576660156,0.0006358623504638672,0.3167603015899658
3,100,1000,1000,512,0.0008175373077392578,0.0010428428649902344,0.5351731777191162
3,100,1000,1000,1024,0.0015492439270019531,0.0018358230590820312,0.9630062580108643
4,100,1000,1000,1,0.00019693374633789062,0.00014781951904296875,0.3081052303314209
4,100,1000,1000,2,0.0001976490020751953,0.00014829635620117188,0.30830836296081543
4,100,1000,1000,4,0.00020194053649902344,0.00015282630920410156,0.30596041679382324
4,100,1000,1000,8,0.00020194053649902344,0.00016021728515625,0.3071169853210449
4,100,1000,1000,16,0.0002155303955078125,0.00017309188842773438,0.3056783676147461
4,100,1000,1000,32,0.00023126602172851562,0.0002071857452392578,0.309389591217041
4,100,1000,1000,64,0.0002989768981933594,0.00027370452880859375,0.31070590019226074
4,100,1000,1000,128,0.00032806396484375,0.0003848075866699219,0.3126528263092041
4,100,1000,1000,256,0.00044989585876464844,0.0006384849548339844,0.3166017532348633
4,100,1000,1000,512,0.0008141994476318359,0.0010535717010498047,0.536116361618042
4,100,1000,1000,1024,0.0015811920166015625,0.0018372535705566406,0.9638853073120117
5,100,1000,1000,1,0.0001964569091796875,0.00014781951904296875,0.3053169250488281
5,100,1000,1000,2,0.00019812583923339844,0.00015234947204589844,0.31032252311706543
5,100,1000,1000,4,0.00020051002502441406,0.0001544952392578125,0.307478666305542
5,100,1000,1000,8,0.00020384788513183594,0.00016307830810546875,0.3082716464996338
5,100,1000,1000,16,0.00021839141845703125,0.00017523765563964844,0.3095552921295166
5,100,1000,1000,32,0.0002315044403076172,0.00020599365234375,0.3103907108306885
5,100,1000,1000,64,0.0002903938293457031,0.0002696514129638672,0.31229281425476074
5,100,1000,1000,128,0.0003268718719482422,0.0003840923309326172,0.31418657302856445
5,100,1000,1000,256,0.000484466552734375,0.0006575584411621094,0.31598591804504395
5,100,1000,1000,512,0.0008158683776855469,0.0010440349578857422,0.5362184047698975
5,100,1000,1000,1024,0.0016057491302490234,0.0017981529235839844,0.9643685817718506
6,100,1000,1000,1,0.00019979476928710938,0.0001513957977294922,0.30599141120910645
6,100,1000,1000,2,0.0001983642578125,0.0001518726348876953,0.3099372386932373
6,100,1000,1000,4,0.0002009868621826172,0.0001552104949951172,0.3068206310272217
6,100,1000,1000,8,0.00020360946655273438,0.0001614093780517578,0.31003856658935547
6,100,1000,1000,16,0.000213623046875,0.00017595291137695312,0.30927228927612305
6,100,1000,1000,32,0.0002319812774658203,0.00021028518676757812,0.311448335647583
6,100,1000,1000,64,0.00029015541076660156,0.00027251243591308594,0.31259894371032715
6,100,1000,1000,128,0.00032591819763183594,0.00038433074951171875,0.3152649402618408
6,100,1000,1000,256,0.0004799365997314453,0.0006518363952636719,0.3145582675933838
6,100,1000,1000,512,0.0008101463317871094,0.0010483264923095703,0.5330910682678223
6,100,1000,1000,1024,0.0016546249389648438,0.0018279552459716797,0.9638309478759766
7,100,1000,1000,1,0.0002472400665283203,0.00014853477478027344,0.3048841953277588
7,100,1000,1000,2,0.0001990795135498047,0.0001494884490966797,0.30631518363952637
7,100,1000,1000,4,0.00020074844360351562,0.0001513957977294922,0.30699610710144043
7,100,1000,1000,8,0.0002200603485107422,0.0001804828643798828,0.3079252243041992
7,100,1000,1000,16,0.00021195411682128906,0.0001766681671142578,0.30810022354125977
7,100,1000,1000,32,0.00022912025451660156,0.00020956993103027344,0.3102266788482666
7,100,1000,1000,64,0.00029468536376953125,0.0002734661102294922,0.31205296516418457
7,100,1000,1000,128,0.0003228187561035156,0.0003895759582519531,0.3117554187774658
7,100,1000,1000,256,0.00047707557678222656,0.0006537437438964844,0.31660985946655273
7,100,1000,1000,512,0.0007886886596679688,0.0010306835174560547,0.5368831157684326
7,100,1000,1000,1024,0.0015943050384521484,0.0018463134765625,0.9640252590179443
8,100,1000,1000,1,0.00019860267639160156,0.00014781951904296875,0.30763888359069824
8,100,1000,1000,2,0.00019860267639160156,0.00015163421630859375,0.30773353576660156
8,100,1000,1000,4,0.00020074844360351562,0.00015425682067871094,0.31202054023742676
8,100,1000,1000,8,0.00020313262939453125,0.00016260147094726562,0.3084094524383545
8,100,1000,1000,16,0.0002117156982421875,0.0001780986785888672,0.3089315891265869
8,100,1000,1000,32,0.00022172927856445312,0.00020551681518554688,0.3103759288787842
8,100,1000,1000,64,0.0003223419189453125,0.0002751350402832031,0.31447505950927734
8,100,1000,1000,128,0.00032520294189453125,0.00039267539978027344,0.3136894702911377
8,100,1000,1000,256,0.0004706382751464844,0.0006411075592041016,0.31710243225097656
8,100,1000,1000,512,0.0008373260498046875,0.0010447502136230469,0.5363094806671143
8,100,1000,1000,1024,0.001603841781616211,0.0018100738525390625,0.964475154876709
9,100,1000,1000,1,0.00019860267639160156,0.00014901161193847656,0.3075273036956787
9,100,1000,1000,2,0.0002014636993408203,0.00014925003051757812,0.30964207649230957
9,100,1000,1000,4,0.000202178955078125,0.00015401840209960938,0.31043148040771484
9,100,1000,1000,8,0.00020575523376464844,0.00016307830810546875,0.3081967830657959
9,100,1000,1000,16,0.0002148151397705078,0.0001780986785888672,0.30835866928100586
9,100,1000,1000,32,0.00022792816162109375,0.00023889541625976562,0.3124053478240967
9,100,1000,1000,64,0.00028896331787109375,0.00027108192443847656,0.31322526931762695
9,100,1000,1000,128,0.00032782554626464844,0.0003819465637207031,0.31345462799072266
9,100,1000,1000,256,0.00045561790466308594,0.0006299018859863281,0.31728076934814453
9,100,1000,1000,512,0.0008311271667480469,0.0010428428649902344,0.5365123748779297
9,100,1000,1000,1024,0.0016202926635742188,0.0019385814666748047,0.9653611183166504
