seed,input neurons,output neurons,time,batch size,init time,data generation time,simulation time
2,100,10,1000,64,0.0001895427703857422,0.0199127197265625,0.3315577507019043
2,100,10,1000,128,0.00020313262939453125,0.04153156280517578,0.36469054222106934
2,100,10,1000,256,0.00022602081298828125,0.081146240234375,0.3689451217651367
2,100,10,1000,512,0.00024318695068359375,0.16680097579956055,0.3771202564239502
2,100,10,1000,1024,0.0002598762512207031,0.31682920455932617,0.40981006622314453
3,100,10,1000,1,0.00018286705017089844,0.0012054443359375,0.31264710426330566
3,100,10,1000,2,0.0001876354217529297,0.0015635490417480469,0.32334351539611816
3,100,10,1000,4,0.0001862049102783203,0.0021491050720214844,0.3206140995025635
3,100,10,1000,8,0.00018286705017089844,0.003351926803588867,0.32198166847229004
3,100,10,1000,16,0.0001838207244873047,0.005584001541137695,0.3238520622253418
3,100,10,1000,32,0.00020837783813476562,0.010317325592041016,0.32759547233581543
3,100,10,1000,64,0.0001952648162841797,0.0200653076171875,0.3403644561767578
3,100,10,1000,128,0.00018930435180664062,0.0406804084777832,0.33137059211730957
3,100,10,1000,256,0.00019240379333496094,0.07924318313598633,0.3405759334564209
3,100,10,1000,512,0.00020003318786621094,0.1561727523803711,0.3570537567138672
3,100,10,1000,1024,0.00026226043701171875,0.3130769729614258,0.4106323719024658
4,100,10,1000,1,0.00018262863159179688,0.00140380859375,0.30905842781066895
4,100,10,1000,2,0.00018262863159179688,0.002243518829345703,0.31958508491516113
4,100,10,1000,4,0.00018310546875,0.002187967300415039,0.31457018852233887
4,100,10,1000,8,0.00018310546875,0.003312349319458008,0.31485986709594727
4,100,10,1000,16,0.0001823902130126953,0.005791187286376953,0.3175232410430908
4,100,10,1000,32,0.00018310546875,0.010518550872802734,0.31966257095336914
4,100,10,1000,64,0.0001842975616455078,0.020023107528686523,0.32044482231140137
4,100,10,1000,128,0.00018906593322753906,0.04022860527038574,0.325453519821167
4,100,10,1000,256,0.0001914501190185547,0.07924079895019531,0.3369300365447998
4,100,10,1000,512,0.00019407272338867188,0.15441131591796875,0.358309268951416
4,100,10,1000,1024,0.0002586841583251953,0.3125457763671875,0.40648579597473145
5,100,10,1000,1,0.0004210472106933594,0.0012743473052978516,0.31131672859191895
5,100,10,1000,2,0.00018358230590820312,0.0016024112701416016,0.3150360584259033
5,100,10,1000,4,0.0001838207244873047,0.002170562744140625,0.31673145294189453
5,100,10,1000,8,0.00018334388732910156,0.0033648014068603516,0.31535959243774414
5,100,10,1000,16,0.0001838207244873047,0.0057561397552490234,0.32117676734924316
5,100,10,1000,32,0.00018334388732910156,0.011472702026367188,0.32125186920166016
5,100,10,1000,64,0.00018286705017089844,0.020846843719482422,0.32173657417297363
5,100,10,1000,128,0.00022840499877929688,0.04024505615234375,0.3270752429962158
5,100,10,1000,256,0.0001926422119140625,0.07908129692077637,0.33547210693359375
5,100,10,1000,512,0.0001957416534423828,0.15563726425170898,0.35738253593444824
5,100,10,1000,1024,0.00025725364685058594,0.31246447563171387,0.4125843048095703
6,100,10,1000,1,0.00018334388732910156,0.001224517822265625,0.3114168643951416
6,100,10,1000,2,0.00018405914306640625,0.0015442371368408203,0.31385040283203125
6,100,10,1000,4,0.00018143653869628906,0.002146482467651367,0.3158886432647705
6,100,10,1000,8,0.0001838207244873047,0.003324747085571289,0.31395840644836426
6,100,10,1000,16,0.00018358230590820312,0.005745649337768555,0.3148813247680664
6,100,10,1000,32,0.00018286705017089844,0.010537385940551758,0.3190333843231201
6,100,10,1000,64,0.00093841552734375,0.020845413208007812,0.31958627700805664
6,100,10,1000,128,0.00019049644470214844,0.0406031608581543,0.32645440101623535
6,100,10,1000,256,0.00019168853759765625,0.07938766479492188,0.33510899543762207
6,100,10,1000,512,0.00019979476928710938,0.15475940704345703,0.35840272903442383
6,100,10,1000,1024,0.0002608299255371094,0.31475090980529785,0.4055626392364502
7,100,10,1000,1,0.0001838207244873047,0.001245260238647461,0.31241631507873535
7,100,10,1000,2,0.0001952648162841797,0.001543283462524414,0.3166983127593994
7,100,10,1000,4,0.00018095970153808594,0.002165079116821289,0.3157927989959717
7,100,10,1000,8,0.0001838207244873047,0.003356456756591797,0.31571292877197266
7,100,10,1000,16,0.00018477439880371094,0.005693197250366211,0.31687307357788086
7,100,10,1000,32,0.00018286705017089844,0.010567426681518555,0.3186154365539551
7,100,10,1000,64,0.00018453598022460938,0.020582199096679688,0.32294130325317383
7,100,10,1000,128,0.00018715858459472656,0.04030323028564453,0.32770729064941406
7,100,10,1000,256,0.0002067089080810547,0.07925105094909668,0.3386232852935791
7,100,10,1000,512,0.00019598007202148438,0.15495753288269043,0.3615443706512451
7,100,10,1000,1024,0.00026106834411621094,0.31383752822875977,0.4104883670806885
8,100,10,1000,1,0.00018596649169921875,0.0012552738189697266,0.31121158599853516
8,100,10,1000,2,0.00018334388732910156,0.001834869384765625,0.31154394149780273
8,100,10,1000,4,0.00018167495727539062,0.0022635459899902344,0.3160059452056885
8,100,10,1000,8,0.00022077560424804688,0.003333568572998047,0.31530094146728516
8,100,10,1000,16,0.0001838207244873047,0.005659341812133789,0.31914258003234863
8,100,10,1000,32,0.00018835067749023438,0.010596275329589844,0.31873536109924316
8,100,10,1000,64,0.0001850128173828125,0.02091503143310547,0.32317543029785156
8,100,10,1000,128,0.000186920166015625,0.041008949279785156,0.3250763416290283
8,100,10,1000,256,0.0001926422119140625,0.07925724983215332,0.3344690799713135
8,100,10,1000,512,0.00019598007202148438,0.1555008888244629,0.3591043949127197
8,100,10,1000,1024,0.0002620220184326172,0.3152937889099121,0.40682220458984375
9,100,10,1000,1,0.00018095970153808594,0.0012621879577636719,0.3090634346008301
9,100,10,1000,2,0.0001838207244873047,0.0015902519226074219,0.314624547958374
9,100,10,1000,4,0.00018215179443359375,0.002210378646850586,0.31516170501708984
9,100,10,1000,8,0.00018286705017089844,0.0034568309783935547,0.3138852119445801
9,100,10,1000,16,0.00018215179443359375,0.005728244781494141,0.31894755363464355
9,100,10,1000,32,0.0001881122589111328,0.010805606842041016,0.31977081298828125
9,100,10,1000,64,0.00018310546875,0.019796133041381836,0.3220632076263428
9,100,10,1000,128,0.00042557716369628906,0.04094123840332031,0.3251192569732666
9,100,10,1000,256,0.00029730796813964844,0.09264159202575684,0.3377988338470459
9,100,10,1000,512,0.00019121170043945312,0.16179132461547852,0.35790205001831055
9,100,10,1000,1024,0.0002617835998535156,0.31348180770874023,0.4117460250854492
