seed,input neurons,output neurons,time,batch size,init time,data generation time,simulation time
0,10,100,1000,1,0.018978118896484375,0.0017764568328857422,0.31832194328308105
0,10,100,1000,2,0.00018739700317382812,0.0010068416595458984,0.32221460342407227
0,10,100,1000,4,0.00020694732666015625,0.0012021064758300781,0.32185935974121094
0,10,100,1000,8,0.00018596649169921875,0.001293182373046875,0.32784271240234375
0,10,100,1000,16,0.00036334991455078125,0.0013885498046875,0.32544851303100586
0,10,100,1000,32,0.0001857280731201172,0.0020492076873779297,0.32253551483154297
0,10,100,1000,64,0.00020360946655273438,0.0030210018157958984,0.3238503932952881
0,10,100,1000,128,0.0002567768096923828,0.004786014556884766,0.32523059844970703
0,10,100,1000,256,0.00020194053649902344,0.008498907089233398,0.3317399024963379
0,10,100,1000,512,0.00044465065002441406,0.016207218170166016,0.33173108100891113
0,10,100,1000,1024,0.0003135204315185547,0.03209972381591797,0.33542799949645996
0,10,100,1000,2048,0.0004718303680419922,0.06332540512084961,0.3458554744720459
0,10,100,1000,4096,0.0006840229034423828,0.12361264228820801,0.4969491958618164
0,10,100,1000,8192,0.0012454986572265625,0.24580717086791992,0.8859672546386719
