seed,input neurons,output neurons,time,batch size,init time,data generation time,simulation time
5,100,10,1000,4,0.0002994537353515625,0.002202749252319336,0.5886170864105225
5,100,10,1000,8,0.00030231475830078125,0.0033919811248779297,0.609093427658081
5,100,10,1000,16,0.0002951622009277344,0.0057408809661865234,0.6290760040283203
5,100,10,1000,32,0.0003032684326171875,0.010574579238891602,0.6166372299194336
5,100,10,1000,64,0.0003018379211425781,0.021291732788085938,0.625798225402832
5,100,10,1000,128,0.000301361083984375,0.040979862213134766,0.6042134761810303
5,100,10,1000,256,0.0003609657287597656,0.07970786094665527,0.6095991134643555
5,100,10,1000,512,0.00031065940856933594,0.15697550773620605,0.6762316226959229
5,100,10,1000,1024,0.00038743019104003906,0.31484460830688477,0.930100679397583
6,100,10,1000,1,0.0002970695495605469,0.0012593269348144531,0.5767641067504883
6,100,10,1000,2,0.000324249267578125,0.0015416145324707031,0.5877151489257812
6,100,10,1000,4,0.0003008842468261719,0.0021953582763671875,0.589885950088501
6,100,10,1000,8,0.00045561790466308594,0.0035424232482910156,0.629368782043457
6,100,10,1000,16,0.00032019615173339844,0.005884408950805664,0.6145608425140381
6,100,10,1000,32,0.0003376007080078125,0.010386943817138672,0.5956320762634277
6,100,10,1000,64,0.0003342628479003906,0.019865751266479492,0.5980970859527588
6,100,10,1000,128,0.0003020763397216797,0.041545867919921875,0.6399385929107666
6,100,10,1000,256,0.0003590583801269531,0.0818021297454834,0.6422290802001953
6,100,10,1000,512,0.0003173351287841797,0.15619158744812012,0.6705961227416992
6,100,10,1000,1024,0.00038814544677734375,0.3177030086517334,0.9014732837677002
7,100,10,1000,1,0.00030159950256347656,0.001367330551147461,0.6027171611785889
7,100,10,1000,2,0.00034332275390625,0.0017333030700683594,0.6004652976989746
7,100,10,1000,4,0.0002963542938232422,0.002225637435913086,0.5935149192810059
7,100,10,1000,8,0.0003046989440917969,0.003384113311767578,0.5931434631347656
7,100,10,1000,16,0.0003008842468261719,0.0056912899017333984,0.5974617004394531
7,100,10,1000,32,0.00031828880310058594,0.010817766189575195,0.6108231544494629
7,100,10,1000,64,0.000308990478515625,0.019736289978027344,0.6364984512329102
7,100,10,1000,128,0.0003113746643066406,0.04062032699584961,0.6465680599212646
7,100,10,1000,256,0.0004343986511230469,0.07915735244750977,0.6271045207977295
7,100,10,1000,512,0.0003502368927001953,0.1550312042236328,0.6516973972320557
7,100,10,1000,1024,0.00039315223693847656,0.314563512802124,0.911327600479126
8,100,10,1000,1,0.00032901763916015625,0.0013208389282226562,0.6023440361022949
8,100,10,1000,2,0.00029778480529785156,0.0016095638275146484,0.6200509071350098
8,100,10,1000,4,0.0003337860107421875,0.0022325515747070312,0.598578929901123
8,100,10,1000,8,0.00030732154846191406,0.0033721923828125,0.6070091724395752
8,100,10,1000,16,0.000293731689453125,0.005735874176025391,0.5928514003753662
8,100,10,1000,32,0.0003323554992675781,0.010411739349365234,0.6267049312591553
8,100,10,1000,64,0.0003046989440917969,0.021511554718017578,0.6209995746612549
8,100,10,1000,128,0.0003044605255126953,0.04085969924926758,0.6357800960540771
8,100,10,1000,256,0.00038504600524902344,0.07909464836120605,0.6443960666656494
8,100,10,1000,512,0.00031375885009765625,0.16049790382385254,0.6787295341491699
8,100,10,1000,1024,0.0003833770751953125,0.31386446952819824,0.9168000221252441
9,100,10,1000,1,0.0003025531768798828,0.001294851303100586,0.5779287815093994
9,100,10,1000,2,0.0003819465637207031,0.0016825199127197266,0.5882773399353027
9,100,10,1000,4,0.0002956390380859375,0.0022263526916503906,0.5913393497467041
9,100,10,1000,8,0.0003185272216796875,0.0034847259521484375,0.6267623901367188
9,100,10,1000,16,0.00037980079650878906,0.006012916564941406,0.6239705085754395
9,100,10,1000,32,0.0002970695495605469,0.010634899139404297,0.5995316505432129
9,100,10,1000,64,0.0002994537353515625,0.019890785217285156,0.6001837253570557
9,100,10,1000,128,0.00032901763916015625,0.040793418884277344,0.6250360012054443
9,100,10,1000,256,0.00030803680419921875,0.0819556713104248,0.6281485557556152
9,100,10,1000,512,0.00046443939208984375,0.16024231910705566,0.642122745513916
9,100,10,1000,1024,0.00038313865661621094,0.31691670417785645,0.8906111717224121
