seed,input neurons,output neurons,time,batch size,init time,data generation time,simulation time
0,1,100,1000,1,0.021060943603515625,0.0034341812133789062,0.31392955780029297
0,1,100,1000,2,0.00018739700317382812,0.0010080337524414062,0.3226494789123535
0,1,100,1000,4,0.00018930435180664062,0.0009794235229492188,0.321868896484375
0,1,100,1000,8,0.0001881122589111328,0.0009686946868896484,0.32454752922058105
0,1,100,1000,16,0.00019860267639160156,0.0010249614715576172,0.3217203617095947
0,1,100,1000,32,0.0001862049102783203,0.0010952949523925781,0.3206937313079834
0,1,100,1000,64,0.0001933574676513672,0.0013146400451660156,0.3218038082122803
0,1,100,1000,128,0.0002853870391845703,0.0015985965728759766,0.32190656661987305
0,1,100,1000,256,0.0002696514129638672,0.0018362998962402344,0.3219783306121826
0,1,100,1000,512,0.0004127025604248047,0.002673625946044922,0.3237595558166504
0,1,100,1000,1024,0.00031065940856933594,0.00427556037902832,0.32673096656799316
0,1,100,1000,2048,0.0004858970642089844,0.007578372955322266,0.32806992530822754
0,1,100,1000,4096,0.0007092952728271484,0.01422572135925293,0.4490010738372803
0,1,100,1000,8192,0.0013108253479003906,0.027417659759521484,0.7770497798919678
